hours_of_sleep,screen_time,caffeine_intake,steps_walked,stress_level,exercise_minutes,alcohol_units,ambient_light,weekday,bedtime_hour,late_bed,active,sleep_good_prob,sleep_quality
8.399468639293222,1.530183149946207,0,9619,5,3,0,low,weekday,23.66,1,1,0.8490661013082582,good
6.840103010649042,1.0896397004035532,2,6807,10,56,0,medium,weekend,1.34,0,1,0.10211263774554757,poor
5.805574449249468,1.4170006934677049,2,3299,1,42,2,low,weekend,21.7,0,1,0.04895624566026535,poor
4.991942099678035,0.18800042980414947,1,4759,6,32,0,medium,weekend,23.31,1,1,0.02085304422936296,poor
7.254329544834029,0.23153465687825014,0,6859,9,48,0,low,weekday,22.87,1,1,0.6316727510287073,good
6.054561568394621,1.6517713598541568,1,5434,10,50,0,low,weekend,22.69,1,1,0.044891014385118666,poor
5.2221828630029075,1.6131222719294842,2,8816,9,43,0,low,weekday,23.88,1,1,0.0,poor
6.191783894696842,6.267401963421086,0,1410,7,19,0,medium,weekend,23.17,1,0,0.0918818716553319,poor
5.648064995482006,2.783641357970432,2,1517,7,3,0,medium,weekday,21.4,0,0,0.0,poor
9.108927043840705,3.619076943820697,1,6542,8,8,0,low,weekday,0.43,0,0,0.6888500834436339,good
8.102049696186814,16.0,2,4525,10,60,0,low,weekday,23.89,1,1,0.0,poor
6.990034198354229,7.5479205887722465,2,4118,2,0,1,low,weekday,1.21,0,0,0.009903982057482663,poor
8.849930173612533,2.4128975413458376,0,695,6,37,2,low,weekday,0.09,0,1,0.6345758072384438,good
7.096710384559523,1.7651724153574375,1,6058,5,37,0,low,weekday,22.68,1,1,0.3626448799365226,poor
5.92339474833967,1.5509156302989995,0,5841,5,61,0,medium,weekday,22.69,1,1,0.31382527446679076,poor
8.90390509658707,3.193918511936391,1,7960,3,37,0,medium,weekday,0.55,0,1,0.881498202522415,good
7.673637554605824,1.7775495344459653,1,6206,3,14,0,low,weekday,21.85,0,0,0.4476385694478924,poor
5.70344230709193,0.8880546588283571,1,5602,6,14,1,high,weekday,21.64,0,0,0.09526042239527654,poor
6.76207665239549,1.6000178175120192,0,9531,10,24,0,medium,weekend,23.33,1,1,0.3442484289682409,poor
5.905477183269054,3.2603689376463993,0,2062,10,53,0,low,weekday,20.76,0,1,0.18761031232964231,poor
5.271500336294579,4.07630291479312,2,7609,7,45,0,low,weekday,23.52,1,1,0.005535696067667906,poor
8.157721934414552,8.060348464373426,3,986,1,0,0,medium,weekday,23.7,1,0,0.09626248696772233,poor
9.386770800587662,2.6947561811274974,1,3484,3,31,0,medium,weekend,22.63,1,1,0.8987977637740263,good
5.251790532726074,5.9427327498160505,2,2362,1,45,0,low,weekday,1.11,0,1,0.0,poor
7.7037115458632135,2.141606224106148,0,8345,10,19,1,medium,weekday,0.69,0,1,0.5104557692594149,good
6.186696788597716,2.377748809877034,0,5803,3,0,0,low,weekday,21.83,0,0,0.28435713180946365,poor
6.39109327029413,2.281610452113821,2,5959,5,20,0,medium,weekend,23.98,1,0,0.06375172382420025,poor
6.259507594701414,2.9392671370620302,1,2679,9,0,0,low,weekday,0.48,0,0,0.019516093082637798,poor
5.92001153790023,4.5890804120298565,0,5100,3,0,0,low,weekend,23.12,1,0,0.07552563965352965,poor
7.060652034931033,1.7175416274800444,1,3709,10,51,0,low,weekday,22.35,1,1,0.24857127258086986,poor
5.961312354486203,1.143107696981489,0,7150,10,88,0,low,weekend,21.34,0,1,0.3966080947772852,poor
7.338071032224798,4.843747732318475,2,3026,9,59,1,low,weekday,22.16,1,1,0.08019969318167486,poor
6.937202363188579,4.609118748373283,2,9989,1,0,0,low,weekday,21.37,0,1,0.06509801665549575,poor
6.701314941416988,6.573636141193019,1,973,6,20,0,medium,weekday,0.37,0,0,0.08878871892189222,poor
5.865545422448003,1.5033114524673854,1,3580,9,10,0,low,weekend,22.62,1,0,0.06523078935550997,poor
6.279035836789584,2.081306724946625,1,11031,5,0,0,low,weekday,23.78,1,1,0.10029097638457074,poor
7.944239032282195,4.969018806441046,1,4694,10,36,0,low,weekday,0.89,0,1,0.38833102049502666,poor
7.626146484530476,1.7010759230585184,1,2055,2,20,0,low,weekend,23.32,1,0,0.3539955871482302,poor
5.778055944001811,3.956697246032509,0,6657,5,0,0,low,weekday,0.77,0,0,0.11735418882658255,poor
7.124165381786533,2.148940522933544,1,4573,1,0,0,low,weekday,22.47,1,0,0.21087633281284068,poor
7.939233904214737,3.1815046416128654,0,3492,9,9,0,medium,weekday,23.58,1,0,0.47500293760051815,poor
4.9132433985982855,0.8710482715998724,2,2712,10,25,0,low,weekday,23.31,1,0,0.03642077870952831,poor
7.679200240474919,2.668664338416023,0,14305,10,22,0,medium,weekday,21.95,0,1,0.7647458460609972,good
6.171720301317691,5.638090982307989,1,5245,9,51,0,low,weekend,22.54,1,1,0.07231884867014049,poor
7.713248335741449,4.327842466863464,0,223,6,33,0,medium,weekday,1.12,0,1,0.6283835197092499,good
6.045926054321854,1.0758828898576593,1,10481,9,16,0,low,weekend,22.48,1,1,0.08563326017588302,poor
4.743897374169351,7.639983199826711,0,7833,3,4,0,medium,weekday,20.51,0,0,0.010513509843023017,poor
4.965571952646046,5.40695899908892,0,3700,4,0,0,low,weekday,22.48,1,0,0.038877072631437026,poor
7.060106183326727,0.9113486255153281,0,3200,6,0,0,low,weekday,21.87,0,0,0.42363372552687406,poor
7.324653127151852,1.609178135841042,0,8020,4,58,1,low,weekday,23.68,1,1,0.5208126724206452,good
5.8696042186194894,0.9613864959353026,1,5259,1,46,2,medium,weekday,23.92,1,1,0.019916110245934537,poor
7.798240573471717,3.24663775802492,0,222,7,32,0,medium,weekend,23.54,1,1,0.6325980237926624,good
4.9230999221638,1.5501854840065241,0,11361,5,12,0,low,weekend,22.39,1,1,0.15547705913875542,poor
6.917400251690855,0.32438100785631707,2,4698,8,56,0,low,weekday,23.09,1,1,0.13353723779838955,poor
5.486229750296929,2.369432144368554,1,10486,9,0,0,medium,weekday,22.53,1,1,0.0,poor
6.185204865247301,4.712711764096458,0,9835,5,0,0,medium,weekday,20.83,0,1,0.205692313004325,poor
7.059248339145517,2.71043416523669,0,2996,8,22,1,medium,weekend,22.83,1,0,0.1395524773201381,poor
5.92448329339506,3.707036208847791,1,9099,1,0,0,high,weekday,2.95,0,1,0.08845309524634981,poor
6.519305569712718,2.9072366330047763,1,4045,1,0,2,low,weekend,21.46,0,0,0.027927445065079493,poor
8.25786601151805,4.203649859609991,1,399,7,19,0,low,weekday,20.22,0,0,0.4640523497508062,poor
6.278885163096064,3.1018273844508606,0,4726,6,13,0,low,weekend,1.14,0,0,0.18624156003808157,poor
8.044615140081428,2.2698244012537994,2,7192,5,0,1,medium,weekday,23.67,1,0,0.03893801077639003,poor
5.587866431677977,2.6852090568908666,1,4611,5,75,1,low,weekday,23.45,1,1,0.023135000011671902,poor
7.662255222394103,6.736261080490663,0,5078,9,59,1,low,weekend,22.46,1,1,0.31307884932349006,poor
8.801960775822376,3.856664308197855,0,9430,1,67,1,low,weekend,23.34,1,1,0.8560521341637841,good
3.910444374840888,1.0725726846553552,0,6319,8,22,0,low,weekday,23.08,1,0,0.015017677031628374,poor
6.003880930661904,2.653062010470435,0,3470,2,12,0,low,weekday,0.97,0,0,0.1795349300976644,poor
7.721340158975675,3.2045727327024425,0,8106,7,65,0,low,weekday,0.38,0,1,0.7940727203037523,good
6.746193267446259,2.2112337760196854,1,6593,6,27,0,medium,weekday,23.9,1,0,0.10612320039440037,poor
7.463932341714136,0.3265933477993393,1,0,10,0,1,low,weekday,21.98,0,0,0.09805170346394121,poor
6.245018516605224,1.1765945041398556,1,7285,2,0,0,low,weekday,23.34,1,0,0.08335452555800982,poor
7.108237234341125,1.7815462735899836,0,7175,3,16,1,medium,weekend,22.08,1,0,0.32659998375874777,poor
6.805403455759901,8.226637088850095,0,6060,4,24,0,medium,weekday,0.84,0,0,0.2450130124464397,poor
8.459727577074759,3.5642618003884756,2,8675,7,27,0,medium,weekday,21.93,0,1,0.4326993917265889,poor
7.318026054126516,0.5413182066605922,0,3982,8,20,1,low,weekday,22.8,1,0,0.2687699680352682,poor
7.422003327594003,2.3230228388854037,1,7009,2,83,0,medium,weekday,21.37,0,1,0.7455003330399064,good
6.485153792346916,6.046547056462402,1,1299,8,0,0,low,weekday,22.25,1,0,0.01975660779974653,poor
6.390492219909383,1.5316052799346387,0,7221,9,41,0,low,weekday,22.24,1,1,0.3644621430926881,poor
6.459302265225474,5.098107742193773,1,11859,7,13,0,low,weekday,22.77,1,1,0.1577072913930595,poor
7.493065177972871,0.5610760334309205,0,3015,1,24,2,medium,weekend,21.65,0,0,0.3560190550183273,poor
6.473769398974671,0.048522113080979666,1,3720,6,48,0,low,weekend,0.82,0,1,0.2862303677366256,poor
7.362218571120517,5.619020968833328,1,3869,8,0,0,high,weekday,22.72,1,0,0.09747247911216372,poor
9.594250998306798,1.7060754729602192,2,6389,5,1,0,medium,weekday,22.2,1,0,0.7370038911861733,good
8.088905879289616,1.8205832031483533,1,2810,2,21,0,medium,weekend,0.15,0,0,0.6076118037556528,good
6.592470584790199,2.8871820504365515,2,7263,5,61,0,low,weekday,2.24,0,1,0.10865289438184123,poor
8.50151740270493,3.4747080493392875,1,8540,8,61,0,low,weekend,22.39,1,1,0.7411488136385689,good
6.489905783723061,0.11424278692031614,1,7603,2,56,1,low,weekend,22.63,1,1,0.2269003565147616,poor
4.452344331027683,1.429679299456349,5,694,1,0,1,low,weekday,21.89,0,0,0.00823782928070016,poor
5.739892111353245,2.6159708541671423,1,8985,4,0,0,low,weekday,23.99,1,1,0.048350777590986604,poor
4.661510098717681,3.469052594213175,1,8812,4,0,0,medium,weekend,0.43,0,1,0.031239898375800212,poor
6.560608144948365,1.0607043829656917,3,8490,9,23,0,medium,weekend,22.93,1,1,0.0,poor
7.023022973986939,2.120863541062825,0,7118,3,0,1,low,weekend,22.34,1,0,0.2056875127516542,poor
9.095546640344104,1.527513408996954,1,6660,4,52,0,low,weekday,23.8,1,1,0.8919415178663721,good
7.408659217205203,2.9598147688140437,1,9097,3,0,0,low,weekend,0.11,0,1,0.38613830885914635,poor
6.72612433898892,5.483273166789469,1,11770,2,50,0,medium,weekday,1.33,0,1,0.34595591880205945,poor
8.036756976479362,1.9037430287375305,2,3140,4,46,0,low,weekday,22.13,1,1,0.46308062459147525,poor
4.236080863740144,0.6734502141930687,0,9234,8,0,0,medium,weekday,0.28,0,1,0.02304849641812423,poor
7.294518197635707,1.3624609874508051,0,5741,1,56,1,low,weekend,23.16,1,1,0.591960189186787,good
7.963581492358708,7.589419007708673,1,5610,8,16,1,low,weekend,20.4,0,0,0.09607543851905442,poor
5.151767192775198,1.180832744171854,2,1390,8,10,0,low,weekend,1.28,0,0,0.0,poor
8.42969255400866,0.8198675941996818,1,5145,3,14,0,low,weekday,23.45,1,0,0.6501890857751427,good
7.423120509368018,1.8093833467109341,0,3008,10,16,0,medium,weekday,23.91,1,0,0.31338467497282196,poor
6.480890107623998,2.3234826302977987,2,4608,10,18,0,medium,weekend,0.42,0,0,0.014921112145414805,poor
7.790977332632856,1.6086665583418827,2,2705,6,19,0,medium,weekday,23.89,1,0,0.15092500354120675,poor
9.838366072255495,0.5645702167781977,0,4653,4,2,0,medium,weekend,21.55,0,0,0.9407394201965116,good
7.227332818823119,3.175904949823242,0,4781,1,8,1,low,weekday,0.01,0,0,0.32491554049954685,poor
7.31027573287542,2.9620859512207973,2,6290,1,10,0,low,weekend,23.74,1,0,0.11464375176245112,poor
6.425798875574695,4.09568904462672,0,1155,5,66,0,medium,weekend,20.5,0,1,0.4192052058107806,poor
5.93769453816901,2.9126329320444633,0,1663,8,10,0,medium,weekday,1.5,0,0,0.1505310877815833,poor
8.037919770680308,7.178559094459155,3,7085,1,9,0,medium,weekday,22.43,1,0,0.07399607496732552,poor
5.929895217613916,4.321558497143486,0,3607,2,62,0,low,weekday,0.49,0,1,0.33681988990183276,poor
7.089457796524241,3.7311632101177987,2,9223,7,16,0,low,weekend,22.5,1,1,0.09110583658563909,poor
6.402928191543604,5.619917852486245,1,6675,8,2,0,low,weekday,22.2,1,0,0.06742534234275321,poor
7.59872478218299,2.781775161628501,0,7820,3,0,1,medium,weekend,22.88,1,0,0.34189811934321,poor
7.417077631608685,2.157104346438201,0,10232,8,0,0,medium,weekday,2.18,0,1,0.6291209555020048,good
8.296924930322374,3.149642122258025,0,5070,1,38,0,low,weekend,2.02,0,1,0.9227699052649009,good
6.362479501431566,0.30548010194216013,0,4276,9,0,0,low,weekday,22.2,1,0,0.19764415610181763,poor
6.662656330883286,2.7884929875046307,1,8615,2,58,0,low,weekday,0.87,0,1,0.3947074787373621,poor
5.776545355272116,2.321506441929923,1,7528,2,22,0,low,weekend,23.04,1,0,0.07231970172398117,poor
6.44463342490486,3.4037868470608763,0,5438,4,14,1,low,weekday,2.03,0,0,0.12140692066949099,poor
7.471625616306065,5.108533936044645,1,10174,10,19,0,high,weekday,0.73,0,1,0.3020302698961651,poor
7.94623577080669,3.8088418123477616,0,5363,3,36,0,medium,weekday,23.42,1,1,0.7759994745265948,good
5.8472933447779685,1.3657562873792775,3,6098,4,13,0,medium,weekday,23.12,1,0,0.01939437106751074,poor
8.087007400132075,4.549713479457377,0,6063,6,20,0,medium,weekday,23.91,1,0,0.5393540306366211,good
8.694547323506189,7.247727514081183,1,3196,7,51,0,low,weekday,23.73,1,1,0.4652697554097357,poor
7.5167936290296264,5.1991396730933825,1,6232,5,33,1,high,weekend,21.35,0,1,0.2263544565156318,poor
9.345994765697583,0.7388943518168736,1,10190,2,0,0,low,weekday,23.31,1,1,0.9178922386312348,good
6.032763501120534,3.7803145245751093,2,7334,3,7,1,medium,weekday,22.02,1,0,0.0,poor
5.4441816208607285,0.857605481880318,3,6093,10,0,0,medium,weekday,22.21,1,0,0.03640796986525385,poor
4.776599688869652,1.990810910375078,1,5514,3,40,0,low,weekend,0.67,0,1,0.021813663445102716,poor
8.870055389361479,3.331438978443748,2,6992,5,43,0,low,weekday,23.31,1,1,0.5584535571174272,good
7.8179570704425725,3.019280391011802,2,8249,5,1,0,low,weekend,22.32,1,1,0.2518344432347783,poor
6.930519161361931,5.1303383936471745,0,7827,4,82,0,low,weekday,21.18,0,1,0.6627886781438177,good
7.3499607828997755,7.2710854166088446,2,5004,8,85,1,low,weekday,21.84,0,1,0.07121093914813914,poor
5.593138690877029,3.576962372049077,1,6974,6,25,0,medium,weekday,22.91,1,0,0.013795574607446737,poor
10.057189974521034,1.868796642070696,1,7439,6,5,0,medium,weekday,1.53,0,0,0.9206558635353626,good
7.161526477469034,0.3258219037355564,1,2978,1,31,1,low,weekend,21.43,0,1,0.33681455671482663,poor
7.136743493256116,6.020435459582709,2,6504,6,4,0,low,weekday,23.44,1,0,0.006650600119325389,poor
7.907208279873365,2.3311495934221482,0,0,3,48,1,low,weekday,23.61,1,1,0.5722228227392459,good
7.601261539670892,2.42794825335051,0,7447,6,29,0,low,weekday,0.83,0,0,0.6353890526543676,good
7.279855030348914,2.5808836838369067,1,7981,10,30,0,low,weekday,23.19,1,1,0.27160802470631595,poor
6.01190693069336,3.4597366636028175,0,8242,6,68,0,medium,weekend,23.61,1,1,0.2379499672995251,poor
7.5893354464199945,3.5335297851273717,1,4814,2,9,0,low,weekday,0.77,0,0,0.3079695394331864,poor
9.352530620593793,2.01670611852867,0,6927,1,10,1,low,weekday,21.83,0,0,0.8720754218115973,good
8.681775057693722,2.312972678448013,1,10271,3,46,1,low,weekday,0.19,0,1,0.760609679182479,good
8.991483283299246,1.5049123217114189,1,10241,5,14,0,low,weekday,20.91,0,1,0.889779040468029,good
6.360980404461019,1.3648075017826133,2,5912,4,65,0,low,weekend,23.1,1,1,0.11301017653025336,poor
5.762993974676774,1.3589331049171203,0,6417,7,50,0,low,weekend,22.64,1,1,0.23032158586791274,poor
6.84276634987544,2.291762524392311,1,9332,4,15,0,low,weekday,21.92,0,1,0.31755513199431395,poor
7.069656140360868,1.1346220856212847,2,1497,8,0,0,medium,weekday,0.46,0,0,0.11513470360657652,poor
8.367739398088686,0.03879072768817827,0,5030,7,0,0,medium,weekday,0.54,0,0,0.8037159558775652,good
4.884419212856476,1.8421398983018034,0,10006,10,12,1,medium,weekend,0.6,0,1,0.0040107387417477325,poor
8.911937899325768,0.7878076896217139,1,8925,9,35,0,low,weekday,23.57,1,1,0.8204634804734635,good
6.802490126776263,2.7179100595783257,1,7107,1,52,3,low,weekday,21.15,0,1,0.028942354726540054,poor
6.466398662565725,1.4998337208475445,2,1482,5,19,0,low,weekday,22.51,1,0,0.044956373169551256,poor
5.73486953092479,3.4908567761529756,2,5850,4,2,2,medium,weekday,0.51,0,0,0.0,poor
4.931429160167788,0.8646671655787238,1,4230,6,21,0,low,weekday,0.49,0,0,0.0166046135098582,poor
8.028963229952392,0.41069560217740253,1,6993,1,25,0,low,weekday,0.8,0,0,0.7170384768599225,good
7.091647458985505,2.317518314558034,4,3571,6,57,1,low,weekday,23.47,1,1,0.02181867707822782,poor
5.387548875323683,1.777900477018275,3,2922,1,56,0,medium,weekday,22.73,1,1,0.0007994139011625601,poor
5.38115153492048,0.7184721413049928,2,0,1,0,1,high,weekday,20.05,0,0,0.008313810972130686,poor
6.58026912588734,4.323992323488496,1,9665,8,36,0,low,weekday,0.29,0,1,0.16283896564710965,poor
9.08627690661174,1.0181145654998245,0,4800,2,3,1,medium,weekday,22.85,1,0,0.8309083755508733,good
6.675510810795494,1.3076627941256929,0,6471,10,4,0,low,weekend,21.12,0,0,0.27677874062708274,poor
5.121071308602367,4.904225686084415,1,5993,6,50,0,low,weekday,0.14,0,1,0.03899420895544681,poor
6.69282116989257,3.6373451301042596,2,2797,6,20,0,low,weekend,1.13,0,0,0.0814678531748495,poor
6.6590955378154115,0.913943812245763,1,2222,6,40,1,low,weekday,0.3,0,1,0.14557396796773736,poor
3.6288916963230355,1.9125825725461203,0,2984,8,38,0,low,weekday,0.01,0,1,0.0,poor
6.932131416852735,0.824814408272674,2,3830,4,23,0,high,weekend,0.4,0,0,0.12730759776011258,poor
6.711331837239152,4.660702646971435,0,7099,3,33,0,medium,weekend,18.9,0,1,0.4697506773342006,poor
7.870257956016773,4.658521141942192,1,3612,6,30,0,low,weekday,1.58,0,1,0.44670984408333103,poor
9.311195118681681,7.980363248357616,0,11239,4,0,0,low,weekend,21.81,0,1,0.8972546102255871,good
8.408206286934696,10.032520723458141,0,9081,2,37,0,low,weekday,21.94,0,1,0.7106533960991177,good
6.663889136806461,1.4845432411621964,0,8425,6,7,0,low,weekday,22.29,1,1,0.3979299827730056,poor
5.616842614072912,4.149719335630113,0,5641,10,0,0,medium,weekday,22.46,1,0,0.0457360915855235,poor
10.216699754062326,0.3390416849705788,0,10542,5,46,1,low,weekday,1.25,0,1,0.9805469958929189,good
7.07402304251811,2.876009120944399,1,5345,9,10,0,low,weekday,23.82,1,0,0.13653298949486692,poor
7.0174116148911825,3.4176859540785545,0,5906,6,52,0,low,weekday,21.98,0,1,0.578099033141584,good
6.9698436411124955,1.0721344122067509,0,6509,3,52,0,low,weekday,22.21,1,1,0.7167969468513689,good
7.2476059509598185,1.404813346986767,1,8105,5,13,0,low,weekday,2.74,0,1,0.5187251620939317,good
6.819549485095072,4.6803860420674654,2,7910,10,51,0,high,weekend,23.53,1,1,0.049906431714697774,poor
6.282922491399704,3.479549733970864,1,4574,8,15,1,medium,weekday,22.35,1,0,0.028626033747805035,poor
6.31642632344951,7.317811238609299,1,4401,9,23,0,low,weekday,20.57,0,0,0.06573980564992887,poor
6.959058412230002,6.761959058627969,0,7919,8,37,0,medium,weekend,20.49,0,1,0.31495926116125084,poor
6.320719036082794,0.4685156606833978,0,8145,3,75,0,high,weekday,21.32,0,1,0.6917265966142386,good
6.1089427716535445,1.6157260602828192,1,4819,9,48,1,low,weekday,23.14,1,1,0.07251614120010486,poor
7.133037784614871,0.9679727059153499,0,1238,3,23,0,low,weekday,0.66,0,0,0.5657335158838332,good
6.6812784782239305,4.27248685267384,2,5378,8,27,0,low,weekday,23.92,1,0,0.013698654812726252,poor
8.879991235728362,3.090721956416401,0,7870,10,0,0,low,weekend,0.76,0,0,0.828332329088507,good
3.6862877395087352,1.0334518586732984,2,11416,9,50,0,medium,weekday,23.85,1,1,0.002871552548491252,poor
8.364383564903077,1.1925233402129432,1,2406,7,47,0,low,weekday,21.16,0,1,0.7900779280966289,good
8.557606490622037,5.784622576471513,1,4720,4,32,0,low,weekday,23.64,1,1,0.5857248195988545,good
4.408262209489813,1.774904968499663,1,4831,10,42,0,low,weekday,23.7,1,1,0.05126384003246931,poor
6.5716405073995645,0.271223664968177,1,10067,9,0,0,low,weekday,22.82,1,1,0.15000517825945803,poor
6.535698917505261,0.9468221093574543,2,5895,3,0,1,low,weekday,22.54,1,0,0.05140811860118366,poor
5.240610381602723,8.328726876287996,2,3278,3,70,0,medium,weekend,22.78,1,1,0.038522014482864186,poor
6.027729140511406,5.002379877377389,1,7676,2,18,1,low,weekend,20.68,0,0,0.040164594053861635,poor
5.611780193167714,0.7722221307728605,0,4786,10,43,0,low,weekday,21.0,0,1,0.1418010895427635,poor
9.190338054279529,2.875020468607574,0,2326,3,6,0,low,weekday,2.81,0,0,0.8963981633942716,good
8.169597991434326,4.791613798178545,0,3321,1,13,0,high,weekend,21.12,0,0,0.7079172504006626,good
8.589443868742698,0.4609617844185556,0,11202,4,71,0,low,weekday,20.35,0,1,0.9965582182297126,good
7.902090080054044,5.161740986936071,1,7152,8,21,0,low,weekend,21.92,0,0,0.29629952643014645,poor
5.588685285978464,3.455662128970162,2,6323,5,38,0,low,weekend,23.69,1,1,0.01973682776102581,poor
6.344349667150283,1.3320494302957475,3,5250,2,28,0,low,weekend,23.84,1,0,0.04112381578381419,poor
7.611718201534898,3.859584443752026,0,6876,3,31,0,low,weekday,21.46,0,1,0.7502754890454291,good
5.472340238885068,3.1229712514628565,4,6840,1,30,1,medium,weekday,23.14,1,1,0.020314161388376273,poor
7.891248037715485,3.2816028947150113,1,6876,2,0,0,medium,weekday,22.18,1,0,0.41175249192543817,poor
6.699593252302331,2.797878923971679,0,6344,1,36,0,low,weekend,23.29,1,1,0.5059437859183513,good
6.531473990563003,1.1525263876625105,1,8606,2,11,0,low,weekday,22.56,1,1,0.280241997554859,poor
7.888699960254364,1.3588726150636397,2,6069,3,69,1,medium,weekend,21.96,0,1,0.37715543192387413,poor
7.55532913935755,2.0666684632024426,3,3066,1,5,0,low,weekday,22.03,1,0,0.0536701588043027,poor
6.54879229272615,2.5901462527983297,0,4162,9,13,0,low,weekday,19.7,0,0,0.26777566600250935,poor
8.44916225420531,4.022642896761607,1,62,10,86,0,low,weekend,22.67,1,1,0.6513712130117728,good
5.648670840500128,8.458107407311704,0,12080,5,43,0,medium,weekday,22.89,1,1,0.07198055276109983,poor
7.76991950868033,2.975510230521806,1,8588,8,0,0,medium,weekday,20.89,0,1,0.4376358128352207,poor
7.74137657246048,3.972523501882183,1,3509,5,29,0,low,weekday,22.49,1,0,0.28178261481001754,poor
6.613066950857512,4.624744784372758,2,5154,8,0,0,low,weekday,22.62,1,0,0.0,poor
7.407666277802647,4.172628871033664,0,4089,7,31,0,medium,weekday,20.22,0,1,0.5415952093802858,good
5.436108029518371,1.1123180330593327,2,10627,4,4,0,low,weekday,21.84,0,1,0.016565767687242716,poor
8.155033774008626,6.150579746011123,0,1740,7,71,0,medium,weekday,21.8,0,1,0.7407474014126263,good
6.768872329446264,5.519720138166968,0,6343,6,35,0,low,weekend,23.27,1,1,0.28449719555587283,poor
6.346596224351201,2.769186054299137,3,5674,3,38,0,high,weekend,0.87,0,1,0.05660630150828372,poor
8.311261532296111,1.1750508435314453,1,8480,9,48,1,medium,weekday,23.07,1,1,0.500106810656441,good
6.119570386821551,2.5586078197590165,0,5687,10,51,0,low,weekday,0.74,0,1,0.33650644437723765,poor
5.239423379545551,0.5314706018349681,1,725,9,7,0,low,weekday,22.67,1,0,0.03217775881809093,poor
5.054213533095121,6.687728081554721,0,5246,5,27,0,low,weekend,23.56,1,0,0.03269618552800113,poor
7.757512439182049,1.470778833255676,1,3083,8,13,0,low,weekday,23.1,1,0,0.3093657579960367,poor
5.399463309379646,1.982669928907649,3,6238,7,77,0,medium,weekend,2.62,0,1,0.0,poor
9.193492727480455,6.3759241043481225,2,10302,9,0,1,low,weekday,22.77,1,1,0.2064293757694442,poor
4.397588240145348,5.877759838174455,0,781,7,10,0,medium,weekend,0.17,0,0,0.018860696621516237,poor
9.120570460362547,3.2133716419978082,0,3599,4,23,0,low,weekday,23.3,1,0,0.806697319344659,good
7.263771834003273,7.3542038279467175,2,4341,4,28,1,medium,weekend,0.69,0,0,0.04989833968477764,poor
6.879108610162009,1.0796509160860266,2,4855,8,27,0,low,weekday,23.95,1,0,0.09072732571543762,poor
6.318851141488813,3.2145837207811554,1,8220,6,23,1,medium,weekday,23.51,1,1,0.05419636169264097,poor
7.498920142940088,1.0880605925308102,2,5479,9,20,0,low,weekday,21.29,0,0,0.18533972518121966,poor
6.95295662196894,5.295040874362068,1,7247,10,31,0,low,weekend,21.42,0,1,0.13142675059999054,poor
8.379127352520651,5.170042490419318,1,4122,7,36,0,low,weekday,22.08,1,1,0.5388150786943244,good
7.1427845608275495,7.696500479319763,1,6689,7,69,0,low,weekday,22.56,1,1,0.22343750252837324,poor
7.187877201827347,2.4993926247931433,1,8333,4,69,1,low,weekday,23.17,1,1,0.25876969499049096,poor
6.54548473473268,9.106047724695458,0,3803,3,32,0,low,weekday,22.08,1,1,0.17505494308794978,poor
6.928817970348666,1.0048282533539832,3,8344,8,12,0,high,weekday,20.03,0,1,0.0982168600879535,poor
7.384752211115074,2.3970598347188674,3,6157,7,14,1,low,weekend,0.54,0,0,0.009776628648995311,poor
4.862289509179218,1.0394487170888307,3,9136,4,0,0,medium,weekday,23.67,1,1,0.0,poor
5.314768222367858,2.8993653838884943,0,5395,4,48,1,low,weekday,23.09,1,1,0.10627659203700834,poor
7.929080117528394,1.1261505069134068,1,7143,1,23,1,low,weekday,0.88,0,0,0.4967388759408775,poor
7.213581797659927,5.304806816899147,0,5878,7,35,0,medium,weekend,21.79,0,1,0.4998428650738821,poor
6.770020829559151,3.537667409116132,0,5711,1,33,0,medium,weekend,22.8,1,1,0.5136523852994541,good
7.023042416331742,0.9253832211241415,1,6776,10,7,0,low,weekday,23.24,1,0,0.12864624306365557,poor
7.434477131702089,4.489924666143066,1,7610,10,4,0,medium,weekday,22.38,1,0,0.15264023980297792,poor
6.325300399613298,7.015430825199248,0,2251,4,13,1,low,weekday,21.81,0,0,0.06256518207250139,poor
6.0271190932471095,3.784604447738824,0,10300,3,37,0,medium,weekday,0.31,0,1,0.3768123889157087,poor
7.244806568872102,0.6781860472330405,0,421,3,22,0,low,weekday,23.43,1,0,0.5019953125049543,good
5.77703402798121,2.222475836198326,2,3945,1,0,0,low,weekday,23.94,1,0,0.04047787327582619,poor
7.510315944643089,4.131737916756136,1,5717,4,0,0,low,weekday,21.76,0,0,0.30081770247159745,poor
4.8717704947027,2.0588817771531174,2,7237,1,18,0,low,weekday,0.24,0,0,0.012941692333147126,poor
8.286444546657055,0.9926334962760726,2,10728,8,24,0,low,weekday,22.07,1,1,0.436944168700541,poor
7.590746853016304,5.718415648849769,1,425,1,37,0,low,weekend,23.37,1,1,0.3173723850460123,poor
7.320037167892345,1.9887390675206986,2,4476,6,25,1,low,weekday,1.97,0,0,0.08788942989718185,poor
8.228363729931893,7.018294090635406,0,0,7,15,0,low,weekday,0.28,0,0,0.5159974465201224,good
9.08184305557822,1.6230497888334658,1,6094,10,15,1,low,weekend,23.51,1,0,0.4751186891974478,poor
